AS1;AVAL;GapJunction;3
AS1;AVAR;Receive (Join);1
AS1;AVAR;GapJunction;2
AS1;AVBR;Receive;1
AS1;AVDL;Receive;1
AS1;AVEL;Receive (Join);1
AS1;AVER;Receive;1
AS1;AVER;Receive (Join);2
AS1;DA1;Send;2
AS1;DB1;Receive (Join);1
AS1;MUS;MUS;13
AS1;PVCL;Receive;1
AS1;VA3;GapJunction;1
AS1;VD1;Send;5
AS1;VD2;GapJunction;1
AS2;AVAL;Receive (Join);1
AS2;AVAR;Receive;1
AS2;AVAR;Receive (Join);1
AS2;AVER;Receive (Join);2
AS2;DA2;GapJunction;1
AS2;DB1;Receive (Join);1
AS2;DB1;Send;1
AS2;DD1;Send;1
AS2;MUS;MUS;11
AS2;PVCR;Receive (Join);1
AS2;RID;Receive (Join);1
AS2;VA4;GapJunction;2
AS2;VD2;Send;10
AS3;AVAL;Receive (Join);1
AS3;AVAL;GapJunction;2
AS3;AVAR;Receive (Join);1
AS3;AVAR;GapJunction;1
AS3;AVBL;Receive;1
AS3;AVBR;Receive;1
AS3;AVER;Receive;1
AS3;DA2;GapJunction;1
AS3;DA3;Send;1
AS3;DB1;Receive (Join);1
AS3;DD1;Send;1
AS3;MUS;MUS;12
AS3;VA5;GapJunction;2
AS3;VD2;Send;1
AS3;VD3;Send;15
AS4;AS5;Send;1
AS4;AVAL;Receive;1
AS4;AVAR;Receive (Join);1
AS4;AVBL;Receive;1
AS4;AVBR;Receive;1
AS4;AVDL;Receive (Join);1
AS4;DA3;Receive;1
AS4;DA3;GapJunction;1
AS4;DB3;Receive (Join);1
AS4;MUS;MUS;9
AS4;VD4;Send;11
AS5;AS4;Receive;1
AS5;AVAL;Receive (Join);3
AS5;AVAL;GapJunction;1
AS5;AVAR;Receive (Join);1
AS5;AVAR;GapJunction;1
AS5;AVBL;Receive;1
AS5;AVBR;Receive (Join);1
AS5;AVDL;Receive;1
AS5;AVDR;Receive;1
AS5;DB3;Receive (Join);1
AS5;DD2;Send;1
AS5;HSNR;Receive;1
AS5;MUS;MUS;10
AS5;VA7;GapJunction;1
AS5;VD5;Send;9
AS6;AVAL;GapJunction;1
AS6;AVAR;Receive (Join);2
AS6;AVAR;GapJunction;1
AS6;AVBL;Receive;1
AS6;AVBR;Receive;1
AS6;AVBR;GapJunction;1
AS6;DA5;GapJunction;2
AS6;MUS;MUS;10
AS6;PLMR;Receive (Join);1
AS6;PVR;Receive;1
AS6;VA8;GapJunction;1
AS6;VD6;Send;13
AS7;AVAL;Receive;7
AS7;AVAL;Receive (Join);1
AS7;AVAL;GapJunction;6
AS7;AVAR;Receive;3
AS7;AVAR;GapJunction;5
AS7;AVBL;GapJunction;2
AS7;AVBR;Receive (Join);1
AS7;AVBR;GapJunction;2
AS8;AVAL;Receive;5
AS8;AVAL;GapJunction;4
AS8;AVAR;Receive;5
AS8;AVAR;Receive (Join);1
AS8;AVAR;GapJunction;3
AS9;AVAL;Receive;8
AS9;AVAL;GapJunction;4
AS9;AVAR;Receive;3
AS9;AVAR;Receive (Join);2
AS9;AVAR;Send;1
AS9;AVAR;GapJunction;1
AS9;AVBL;Receive;1
AS9;DVB;GapJunction;7
AS9;MUS;MUS;1
AS10;AVAL;Receive (Join);2
AS10;AVAL;GapJunction;1
AS10;AVAR;Receive (Join);1
AS10;AVAR;GapJunction;1
AS10;AVBL;Receive;1
AS10;AVBR;Receive;1
AS10;AVDL;Receive (Join);1
AS10;AVDR;Receive;1
AS11;AVAL;Receive (Join);4
AS11;AVAR;Receive (Join);6
AS11;AVDL;Receive (Join);2
AS11;MUS;MUS;2
AS11;PDA;Receive (Join);1
AS11;PDA;Send;1
AS11;PDB;Send;1
AS11;PDB;GapJunction;2
AS11;VA12;Receive (Join);2
AS11;VD13;Send;2
ASEL;ADFR;Send;1
ASEL;AIAL;Send;3
ASEL;AIBL;Send;1
ASEL;AIBL;Send;6
ASEL;AIBR;Send;2
ASEL;AIBR;Send;2
ASEL;AINL;Receive;1
ASEL;AINL;Receive (Join);2
ASEL;AINR;Receive (Join);1
ASEL;AIYL;Send;8
ASEL;AIYL;Send;5
ASEL;AIYR;Send;5
ASEL;AIYR;Send;1
ASEL;AIZL;Receive (Join);1
ASEL;ASIR;Receive;2
ASEL;AWAL;Receive (Join);4
ASEL;AWAR;Receive (Join);1
ASEL;AWCL;Receive (Join);1
ASEL;AWCL;Send;4
ASEL;AWCR;Receive (Join);1
ASEL;AWCR;Send;1
ASEL;RIAR;Send;1
ASER;ADLL;Receive;1
ASER;ADLL;Receive (Join);2
ASER;ADLR;Receive;1
ASER;AFDL;Send;1
ASER;AFDL;Send;1
ASER;AFDR;Receive (Join);1
ASER;AFDR;Send;2
ASER;AIAL;Receive;1
ASER;AIAL;Receive (Join);2
ASER;AIAL;Send;1
ASER;AIAL;Send;1
ASER;AIAR;Receive (Join);1
ASER;AIAR;Send;1
ASER;AIAR;Send;2
ASER;AIBL;Receive (Join);1
ASER;AIBL;Send;2
ASER;AIBR;Send;1
ASER;AIBR;Send;9
ASER;AINR;Receive;1
ASER;AINR;Receive (Join);1
ASER;AIYL;Send;2
ASER;AIYL;Send;2
ASER;AIYR;Send;4
ASER;AIYR;Send;10
ASER;ASIL;Receive;1
ASER;AWAR;Receive (Join);2
ASER;AWAR;Send;1
ASER;AWCL;Send;1
ASER;AWCR;Send;1
ASER;PVQR;Receive (Join);1
ASGL;AIAL;Receive (Join);1
ASGL;AIAL;Send;6
ASGL;AIAL;Send;3
ASGL;AIBL;Send;3
ASGL;AIML;Receive (Join);2
ASGL;AINR;GapJunction;1
ASGL;AINR;Send;1
